county,state,age_under_5,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_over,age_pct_under_5,age_pct_5_9,age_pct_10_14,age_pct_15_19,age_pct_20_24,age_pct_25_29,age_pct_30_34,age_pct_35_39,age_pct_40_44,age_pct_45_49,age_pct_50_54,age_pct_55_59,age_pct_60_64,age_pct_65_69,age_pct_70_74,age_pct_75_79,age_pct_80_84,age_pct_85_over
LaSalle,Illinois,5989,7065,5547,6320,6117,6965,6335,7327,6136,6578,7087,8694,7227,6038,5717,3511,2380,3636,5.5,6.5,5.1,5.8,5.6,6.4,5.8,6.7,5.6,6.1,6.5,8,6.7,5.6,5.3,3.2,2.2,3.3
McHenry,Illinois,16633,20902,20327,20373,18659,17425,17706,20837,18340,21058,23190,25942,19735,16749,11884,8720,4253,5041,5.4,6.8,6.6,6.6,6.1,5.7,5.8,6.8,6,6.8,7.5,8.4,6.4,5.4,3.9,2.8,1.4,1.6
McLean,Illinois,9213,10895,10061,15381,21422,10381,10715,9001,12560,9407,9599,10274,9164,8117,5844,3965,3151,2367,5.4,6.4,5.9,9,12.5,6.1,6.2,5.2,7.3,5.5,5.6,6,5.3,4.7,3.4,2.3,1.8,1.4
Macon,Illinois,5077,7714,6343,7128,5460,6657,6542,6528,5501,5295,5786,7936,6867,6695,5189,3476,2737,3078,4.9,7.4,6.1,6.9,5.2,6.4,6.3,6.3,5.3,5.1,5.6,7.6,6.6,6.4,5,3.3,2.6,3
Madison,Illinois,14756,16247,16137,16181,14779,17557,17267,14489,17130,17062,17046,18704,19212,14944,12011,9002,4893,5549,5.6,6.2,6.1,6.2,5.6,6.7,6.6,5.5,6.5,6.5,6.5,7.1,7.3,5.7,4.6,3.4,1.9,2.1
Peoria,Illinois,12555,11115,11816,11605,11353,12541,11068,10507,11187,10607,10512,10604,12089,10175,8502,6385,2671,3887,7,6.2,6.6,6.5,6.3,7,6.2,5.9,6.2,5.9,5.9,5.9,6.7,5.7,4.7,3.6,1.5,2.2
Rock Island,Illinois,8303,8015,9734,9484,8722,8557,7995,9210,7994,8246,8359,9527,10092,9285,6005,4788,4071,3492,5.9,5.6,6.9,6.7,6.1,6,5.6,6.5,5.6,5.8,5.9,6.7,7.1,6.5,4.2,3.4,2.9,2.5
St. Clair,Illinois,16163,14363,19493,15969,15093,17536,17442,18116,14457,16202,16035,18833,17982,12920,11774,7535,4887,4886,6.2,5.5,7.5,6.1,5.8,6.8,6.7,7,5.6,6.2,6.2,7.3,6.9,5,4.5,2.9,1.9,1.9
Sangamon,Illinois,11146,11780,12430,12739,9999,12607,12065,11417,12568,11817,12481,13992,13580,12234,8815,5683,5872,3447,5.7,6.1,6.4,6.5,5.1,6.5,6.2,5.9,6.5,6.1,6.4,7.2,7,6.3,4.5,2.9,3,1.8
Tazewell,Illinois,7389,8503,8656,8646,6550,7709,7464,7198,9640,7980,8099,8926,8991,8332,6503,5453,2588,3176,5.6,6.5,6.6,6.6,5,5.8,5.7,5.5,7.3,6.1,6.1,6.8,6.8,6.3,4.9,4.1,2,2.4
Vermilion,Illinois,5104,5285,4738,4766,4029,4235,4785,4595,3840,4383,4205,5873,5313,4516,3801,2832,1683,1775,6.7,7,6.3,6.3,5.3,5.6,6.3,6.1,5.1,5.8,5.6,7.8,7,6,5,3.7,2.2,2.3
Will,Illinois,39843,43289,52795,51269,44268,42594,40331,43495,49436,51139,50063,46450,42318,31256,25761,18148,8819,9469,5.8,6.3,7.6,7.4,6.4,6.2,5.8,6.3,7.2,7.4,7.2,6.7,6.1,4.5,3.7,2.6,1.3,1.4
Williamson,Illinois,3903,3985,4072,3501,3780,3887,4767,4506,4395,4064,3793,3936,4830,3456,4297,2933,1395,1097,5.9,6,6.1,5.3,5.7,5.8,7.2,6.8,6.6,6.1,5.7,5.9,7.3,5.2,6.5,4.4,2.1,1.6
Winnebago,Illinois,17415,18434,18388,17963,17492,18048,16318,18099,16166,17400,17395,20210,18613,17758,12019,10213,4679,5962,6.2,6.5,6.5,6.4,6.2,6.4,5.8,6.4,5.7,6.2,6.2,7.2,6.6,6.3,4.3,3.6,1.7,2.1
Allen,Indiana,26461,27731,26800,24084,26231,28005,24108,25596,22490,22580,22401,21969,24081,20110,14122,10195,6996,5339,7,7.3,7.1,6.3,6.9,7.4,6.4,6.7,5.9,6,5.9,5.8,6.3,5.3,3.7,2.7,1.8,1.4
Bartholomew,Indiana,4826,4781,6502,5356,4893,6995,5584,4911,5936,5473,4746,4649,5201,4750,3334,2274,1856,1712,5.8,5.7,7.8,6.4,5.8,8.3,6.7,5.9,7.1,6.5,5.7,5.5,6.2,5.7,4,2.7,2.2,2
Boone,Indiana,3921,3850,6973,4094,3998,3678,3928,4920,5185,4311,4630,4397,4542,3063,2380,1635,1318,1020,5.8,5.7,10.3,6,5.9,5.4,5.8,7.3,7.6,6.4,6.8,6.5,6.7,4.5,3.5,2.4,1.9,1.5
Clark,Indiana,7688,7527,7210,7022,6754,7977,7743,7536,9194,7613,7225,8673,6539,7016,5645,3495,2140,1305,6.5,6.4,6.1,5.9,5.7,6.7,6.5,6.4,7.8,6.4,6.1,7.3,5.5,5.9,4.8,3,1.8,1.1
Delaware,Indiana,5357,5834,5164,11028,15021,6660,6289,4838,6155,6059,7139,6517,7769,6732,4308,4339,2381,2545,4.7,5.1,4.5,9.7,13.2,5.8,5.5,4.2,5.4,5.3,6.3,5.7,6.8,5.9,3.8,3.8,2.1,2.2
Elkhart,Indiana,14202,12208,20123,15616,13115,13493,13164,10346,13100,12950,12229,12523,11786,10436,7490,5626,2674,5260,6.9,5.9,9.8,7.6,6.4,6.5,6.4,5,6.3,6.3,5.9,6.1,5.7,5.1,3.6,2.7,1.3,2.5
Floyd,Indiana,4599,4784,6086,4164,5300,5156,4664,5918,3943,4715,4845,5562,5823,4698,3357,1551,1493,1864,5.9,6.1,7.8,5.3,6.7,6.6,5.9,7.5,5,6,6.2,7.1,7.4,6,4.3,2,1.9,2.4
Grant,Indiana,3778,3647,3834,4448,6080,3893,3952,2736,3591,3537,4226,4111,5323,4136,2914,2152,1681,1730,5.7,5.5,5.8,6.8,9.2,5.9,6,4.2,5.5,5.4,6.4,6.3,8.1,6.3,4.4,3.3,2.6,2.6
Hamilton,Indiana,21160,23832,28790,23617,18955,16484,21764,28673,21672,25218,24715,20215,18266,16790,10239,6691,4092,6838,6.3,7.1,8.5,7,5.6,4.9,6.4,8.5,6.4,7.5,7.3,6,5.4,5,3,2,1.2,2
Hancock,Indiana,4742,4335,5455,5052,4110,4791,5577,4477,5039,5057,5989,6134,4083,4091,3349,2487,1823,1577,6.1,5.5,7,6.5,5.3,6.1,7.1,5.7,6.4,6.5,7.7,7.8,5.2,5.2,4.3,3.2,2.3,2
Hendricks,Indiana,9575,11742,14102,10581,9179,9721,13066,8784,14726,12315,11699,11410,8932,8548,6574,3632,3203,2522,5.6,6.9,8.3,6.2,5.4,5.7,7.7,5.2,8.6,7.2,6.9,6.7,5.2,5,3.9,2.1,1.9,1.5
Howard,Indiana,5002,4848,5739,5559,4003,5752,4694,4368,5001,4906,4995,6333,5647,4568,4250,3308,1514,2057,6.1,5.9,7,6.7,4.8,7,5.7,5.3,6.1,5.9,6.1,7.7,6.8,5.5,5.1,4,1.8,2.5
Johnson,Indiana,10200,10361,11126,10482,10262,10467,9986,9692,10525,11391,10045,10925,8985,7238,6890,4569,3167,1856,6.4,6.6,7,6.6,6.5,6.6,6.3,6.1,6.7,7.2,6.4,6.9,5.7,4.6,4.4,2.9,2,1.2
Kosciusko,Indiana,5238,4423,6312,5074,4436,5300,5570,3562,5337,4937,4666,5170,5908,4487,3540,2617,1867,1012,6.6,5.6,7.9,6.4,5.6,6.7,7,4.5,6.7,6.2,5.9,6.5,7.4,5.6,4.5,3.3,2.3,1.3
Lake,Indiana,28385,27227,36237,32577,29165,30909,29203,29341,31988,30661,30120,33984,33302,26998,21285,13480,11277,9354,5.8,5.6,7.5,6.7,6,6.4,6,6,6.6,6.3,6.2,7,6.9,5.6,4.4,2.8,2.3,1.9
LaPorte,Indiana,6063,6623,6018,6704,7188,7094,6664,6545,6871,7209,7390,6993,8838,6022,5655,3878,2476,1657,5.5,6,5.5,6.1,6.5,6.5,6.1,6,6.3,6.6,6.7,6.4,8,5.5,5.1,3.5,2.3,1.5
Madison,Indiana,7055,7474,8567,7810,7881,7867,8596,8433,6669,9544,8178,9076,7810,7090,6879,4798,2741,3101,5.4,5.8,6.6,6,6.1,6.1,6.6,6.5,5.1,7.4,6.3,7,6,5.5,5.3,3.7,2.1,2.4
Marion,Indiana,69478,66462,64100,60080,66884,87058,77522,68980,55712,55407,53886,62122,52850,41610,33114,21414,10965,16938,7.2,6.9,6.6,6.2,6.9,9,8,7.2,5.8,5.7,5.6,6.4,5.5,4.3,3.4,2.2,1.1,1.8
Monroe,Indiana,6754,6632,5893,19480,25067,11357,8600,9679,6022,6894,7086,7433,7753,5693,5919,3189,2180,2800,4.6,4.5,4,13.1,16.9,7.7,5.8,6.5,4.1,4.6,4.8,5,5.2,3.8,4,2.1,1.5,1.9
Morgan,Indiana,3883,3049,5699,4685,4173,4219,3739,4157,4550,4769,5041,6359,4221,4344,2963,2112,926,1600,5.5,4.3,8.1,6.6,5.9,6,5.3,5.9,6.5,6.8,7.2,9,6,6.2,4.2,3,1.3,2.3
Porter,Indiana,9171,9175,11628,11480,11814,9946,10477,11467,11238,11464,10058,11407,12583,9177,8335,5336,2702,2931,5.4,5.4,6.8,6.7,6.9,5.8,6.1,6.7,6.6,6.7,5.9,6.7,7.4,5.4,4.9,3.1,1.6,1.7
St. Joseph,Indiana,17015,17304,18160,20517,20354,19332,17309,17006,13961,16093,16286,16891,18153,13231,11843,6921,5648,5802,6.3,6.4,6.7,7.5,7.5,7.1,6.4,6.3,5.1,5.9,6,6.2,6.7,4.9,4.4,2.5,2.1,2.1
Tippecanoe,Indiana,10823,11192,12017,20989,32108,15428,12543,10789,10059,9163,8902,8052,11197,7540,5562,4301,3058,2009,5.5,5.7,6.1,10.7,16.4,7.9,6.4,5.5,5.1,4.7,4.5,4.1,5.7,3.9,2.8,2.2,1.6,1
Vanderburgh,Indiana,10865,10126,12136,11556,12501,12794,12361,9497,12750,10017,9969,11547,13918,10227,8174,5270,4140,3603,6,5.6,6.7,6.4,6.9,7.1,6.8,5.2,7,5.5,5.5,6.4,7.7,5.6,4.5,2.9,2.3,2
Vigo,Indiana,6054,5998,5652,8283,11421,8186,5815,6514,5189,6292,6529,6433,6759,6109,4147,3594,1913,2150,5.7,5.6,5.3,7.7,10.7,7.6,5.4,6.1,4.8,5.9,6.1,6,6.3,5.7,3.9,3.4,1.8,2
Wayne,Indiana,4259,4357,3674,4502,3958,3862,3512,4258,3329,3869,4055,4826,4702,3331,3805,2481,1818,1286,6.5,6.6,5.6,6.8,6,5.9,5.3,6.5,5.1,5.9,6.2,7.3,7.1,5.1,5.8,3.8,2.8,2
Black Hawk,Iowa,8065,8663,7017,9471,14357,9164,7566,7780,7425,6915,6564,7192,8839,6077,6499,3379,3427,2828,6.1,6.6,5.3,7.2,10.9,7,5.8,5.9,5.7,5.3,5,5.5,6.7,4.6,5,2.6,2.6,2.2
Dallas,Iowa,6481,8094,6448,5935,5361,6684,7016,10589,5188,5633,5652,4793,4270,3732,2907,1906,1363,1401,6.9,8.7,6.9,6.4,5.7,7.2,7.5,11.3,5.6,6,6,5.1,4.6,4,3.1,2,1.5,1.5
Dubuque,Iowa,5777,5505,6597,7164,7196,5992,5732,5710,5029,4808,6033,6350,7597,5589,4238,3541,2489,1964,5.9,5.7,6.8,7.4,7.4,6.2,5.9,5.9,5.2,4.9,6.2,6.5,7.8,5.7,4.4,3.6,2.6,2
Johnson,Iowa,8397,8076,8728,12610,24168,12019,9738,8985,9338,7934,7892,7955,6917,6283,4912,2856,2049,2283,5.6,5.3,5.8,8.3,16,8,6.4,5.9,6.2,5.2,5.2,5.3,4.6,4.2,3.2,1.9,1.4,1.5
Linn,Iowa,14069,15588,14042,14200,14935,15741,15418,14355,13851,14996,14078,14682,14222,13012,7704,6249,4272,5292,6.2,6.9,6.2,6.3,6.6,6.9,6.8,6.3,6.1,6.6,6.2,6.5,6.3,5.7,3.4,2.8,1.9,2.3
Polk,Iowa,34212,36508,30718,31577,30472,38593,35696,34286,34922,30439,28511,31216,26318,22951,16756,10992,8222,7772,7,7.4,6.3,6.4,6.2,7.9,7.3,7,7.1,6.2,5.8,6.4,5.4,4.7,3.4,2.2,1.7,1.6
Pottawattamie,Iowa,5554,6834,5572,6099,5252,5505,5376,6245,5484,5353,6060,6560,6594,5822,4021,2532,2429,1914,6,7.3,6,6.5,5.6,5.9,5.8,6.7,5.9,5.7,6.5,7,7.1,6.2,4.3,2.7,2.6,2.1
Scott,Iowa,10677,11704,11870,10714,9802,11134,11273,11998,10623,10605,11017,11651,11470,8716,7928,5235,2781,3745,6.2,6.8,6.9,6.2,5.7,6.4,6.5,6.9,6.1,6.1,6.4,6.7,6.6,5,4.6,3,1.6,2.2
Story,Iowa,4138,4978,3864,11453,17826,9983,5894,5469,4169,4172,3934,4567,4215,4410,2718,1422,1818,2087,4.3,5.1,4,11.8,18.4,10.3,6.1,5.6,4.3,4.3,4.1,4.7,4.3,4.5,2.8,1.5,1.9,2.1
Woodbury,Iowa,6741,7193,8478,7108,6700,6496,7215,8195,5382,5656,5211,7545,5726,6312,2931,2463,2003,1752,6.5,7,8.2,6.9,6.5,6.3,7,7.9,5.2,5.5,5.1,7.3,5.6,6.1,2.8,2.4,1.9,1.7
Butler,Kansas,4011,5525,4988,4719,3576,3189,3942,5196,4493,3768,3923,3936,4914,3125,3014,1572,1248,1772,6,8.3,7.5,7.1,5.3,4.8,5.9,7.8,6.7,5.6,5.9,5.9,7.3,4.7,4.5,2.3,1.9,2.6
Douglas,Kansas,5505,8312,5035,10380,20689,10061,7274,6721,7515,6076,5183,6642,6750,5631,4659,2464,1936,1426,4.5,6.8,4.1,8.5,16.9,8.2,5.9,5.5,6.1,5,4.2,5.4,5.5,4.6,3.8,2,1.6,1.2
Johnson,Kansas,37573,38598,43295,39035,34576,40186,41884,46924,38394,39110,37272,37879,37197,29342,25121,15799,7840,12376,6.2,6.4,7.2,6.5,5.7,6.7,7,7.8,6.4,6.5,6.2,6.3,6.2,4.9,4.2,2.6,1.3,2.1
Leavenworth,Kansas,5261,5357,5693,4934,5914,4663,5638,4912,6102,5208,5386,5642,5050,4653,2638,2220,1711,776,6.4,6.6,7,6,7.2,5.7,6.9,6,7.5,6.4,6.6,6.9,6.2,5.7,3.2,2.7,2.1,0.9
Riley,Kansas,3504,3167,3630,8438,18166,7142,5468,4665,2346,2717,2497,2599,2743,2101,2040,927,410,1672,4.7,4.3,4.9,11.4,24.5,9.6,7.4,6.3,3.2,3.7,3.4,3.5,3.7,2.8,2.7,1.2,0.6,2.3
Sedgwick,Kansas,34767,34083,40795,33774,34871,38204,35541,33868,30451,28678,29340,31006,33786,27111,18467,12549,10069,8682,6.7,6.6,7.9,6.5,6.8,7.4,6.9,6.6,5.9,5.6,5.7,6,6.5,5.3,3.6,2.4,2,1.7
Shawnee,Kansas,10511,13253,10050,11045,11298,11287,10448,10055,10328,10289,10693,12107,12242,10624,8519,7064,3426,3636,5.9,7.5,5.7,6.2,6.4,6.4,5.9,5.7,5.8,5.8,6,6.8,6.9,6,4.8,4,1.9,2.1
Wyandotte,Kansas,12747,13936,12244,10135,10722,12939,12374,11372,10825,8773,9174,8678,10841,7380,5047,3462,2619,2161,7.7,8.4,7.4,6.1,6.5,7.8,7.5,6.9,6.5,5.3,5.5,5.2,6.6,4.5,3.1,2.1,1.6,1.3
Boone,Kentucky,8935,9592,9501,10045,8080,7336,8184,10136,8473,9153,9179,7577,8910,6302,5259,2670,2434,1815,6.7,7.2,7.1,7.5,6,5.5,6.1,7.6,6.3,6.9,6.9,5.7,6.7,4.7,3.9,2,1.8,1.4
Bullitt,Kentucky,3908,4915,5522,4780,4562,5661,4882,5093,6226,5597,5634,5104,6197,5203,3192,2111,1221,1868,4.8,6,6.8,5.9,5.6,6.9,6,6.2,7.6,6.9,6.9,6.2,7.6,6.4,3.9,2.6,1.5,2.3
Campbell,Kentucky,5548,5399,5273,5579,6994,6800,6547,6426,5024,5169,6085,6405,6896,5654,3682,2041,1781,2281,5.9,5.8,5.6,6,7.5,7.3,7,6.9,5.4,5.5,6.5,6.8,7.4,6,3.9,2.2,1.9,2.4
Christian,Kentucky,6580,4812,3760,6403,7690,7893,4634,3785,3098,4050,2497,2930,3057,3629,1894,1326,1416,1007,9.3,6.8,5.3,9.1,10.9,11.2,6.6,5.4,4.4,5.7,3.5,4.2,4.3,5.2,2.7,1.9,2,1.4
Daviess,Kentucky,6765,7574,6619,5272,6295,6760,6189,6276,6819,5796,6119,7374,6207,6410,3642,2871,2428,2095,6.7,7.5,6.5,5.2,6.2,6.7,6.1,6.2,6.7,5.7,6,7.3,6.1,6.3,3.6,2.8,2.4,2.1
Fayette,Kentucky,19479,18949,18195,23849,31103,27410,22367,22695,20883,18096,18134,21114,16652,15036,11440,8002,5369,4379,6,5.9,5.6,7.4,9.6,8.5,6.9,7,6.5,5.6,5.6,6.5,5.2,4.7,3.5,2.5,1.7,1.4
Hardin,Kentucky,7122,7461,7461,7872,6459,7659,7467,6780,7788,7423,7121,6840,7116,5624,4451,2954,1873,1487,6.4,6.7,6.7,7.1,5.8,6.9,6.7,6.1,7,6.7,6.4,6.2,6.4,5.1,4,2.7,1.7,1.3
Jefferson,Kentucky,47566,43291,49982,45751,47176,59316,53954,49437,46953,46875,45597,49723,53272,42065,34290,21643,14391,15475,6.2,5.6,6.5,6,6.2,7.7,7,6.4,6.1,6.1,5.9,6.5,6.9,5.5,4.5,2.8,1.9,2
Kenton,Kentucky,10986,10820,11318,9795,10957,12489,11984,10055,11624,9930,10420,10019,11832,8389,6914,3490,3364,2612,6.6,6.5,6.8,5.9,6.6,7.5,7.2,6,7,5.9,6.2,6,7.1,5,4.1,2.1,2,1.6
McCracken,Kentucky,4265,3428,4837,3275,4118,3992,3263,3706,4095,3898,4298,4019,5540,4171,2936,2881,1592,1104,6.5,5.2,7.4,5,6.3,6.1,5,5.7,6.3,6,6.6,6.1,8.5,6.4,4.5,4.4,2.4,1.7
Madison,Kentucky,5579,4036,6477,8120,11691,6621,5012,5751,5394,5803,5045,5069,5234,5105,3017,2809,923,1301,6,4.3,7,8.7,12.6,7.1,5.4,6.2,5.8,6.2,5.4,5.5,5.6,5.5,3.2,3,1,1.4
Oldham,Kentucky,3469,4304,5501,4898,3698,3026,3694,4948,4152,5176,5165,4395,4352,3473,2948,1939,1121,540,5.2,6.4,8.2,7.3,5.5,4.5,5.5,7.4,6.2,7.7,7.7,6.6,6.5,5.2,4.4,2.9,1.7,0.8
Warren,Kentucky,8472,7792,8748,11900,14836,9585,8284,8565,8396,7560,7364,7804,6727,4981,5306,3578,1944,1054,6.4,5.9,6.6,9,11.2,7.2,6.2,6.4,6.3,5.7,5.5,5.9,5.1,3.7,4,2.7,1.5,0.8
Ascension,Louisiana,7066,10659,11229,7408,7564,8538,9925,10992,7344,8228,6360,6988,7903,5819,4997,2793,1465,1326,5.6,8.4,8.9,5.9,6,6.7,7.8,8.7,5.8,6.5,5,5.5,6.2,4.6,3.9,2.2,1.2,1
Bossier,Louisiana,8513,8142,9113,8318,8230,9102,8702,10860,7316,7997,7207,9058,5968,4915,6485,3141,1718,2254,6.7,6.4,7.2,6.5,6.5,7.2,6.8,8.5,5.8,6.3,5.7,7.1,4.7,3.9,5.1,2.5,1.4,1.8
Caddo,Louisiana,15740,15714,15744,14484,15310,16443,15904,14857,14411,13825,13444,14912,16466,13611,11485,8381,4223,5250,6.6,6.5,6.6,6,6.4,6.8,6.6,6.2,6,5.8,5.6,6.2,6.9,5.7,4.8,3.5,1.8,2.2
Calcasieu,Louisiana,14862,15574,12691,14000,12071,14022,14557,13810,12210,12066,11545,13525,11644,10482,8067,6245,3559,2506,7.3,7.7,6.2,6.9,5.9,6.9,7.2,6.8,6,5.9,5.7,6.6,5.7,5.2,4,3.1,1.7,1.2
East Baton Rouge,Louisiana,28550,26257,28462,32399,43014,34829,29591,31165,23238,23207,23086,23779,28834,23190,15508,11456,5848,7646,6.5,6,6.5,7.4,9.8,7.9,6.7,7.1,5.3,5.3,5.2,5.4,6.6,5.3,3.5,2.6,1.3,1.7
Iberia,Louisiana,4794,5459,4535,4700,3454,5402,3986,4541,3862,3731,4434,4242,5537,4308,1961,1497,1378,2009,6.9,7.8,6.5,6.7,4.9,7.7,5.7,6.5,5.5,5.3,6.3,6.1,7.9,6.2,2.8,2.1,2,2.9
Jefferson,Louisiana,27907,27760,24858,22582,24354,30459,31147,27923,26365,25018,26956,29400,30673,27294,18524,13429,10157,7687,6.5,6.4,5.7,5.2,5.6,7,7.2,6.5,6.1,5.8,6.2,6.8,7.1,6.3,4.3,3.1,2.3,1.8
Lafayette,Louisiana,15860,16560,16128,15090,16864,18750,20023,18377,14828,15721,13219,13910,15883,12100,8313,6132,3346,3286,6.5,6.8,6.6,6.2,6.9,7.7,8.2,7.5,6.1,6.4,5.4,5.7,6.5,5,3.4,2.5,1.4,1.3
Lafourche,Louisiana,6994,6623,6167,5378,6022,7322,6788,7251,4336,5582,5968,7022,5982,5038,4279,2833,1513,2516,7.2,6.8,6.3,5.5,6.2,7.5,7,7.4,4.4,5.7,6.1,7.2,6.1,5.2,4.4,2.9,1.5,2.6
Livingston,Louisiana,8844,7934,12689,10299,8125,10242,10446,10261,9267,8655,8521,7255,9314,6324,5380,3576,2037,1620,6.3,5.6,9,7.3,5.8,7.3,7.4,7.3,6.6,6.1,6.1,5.2,6.6,4.5,3.8,2.5,1.4,1.2
Orleans,Louisiana,22464,18694,24170,21138,24273,31157,35226,29975,25793,22539,22700,23858,27573,21493,16501,9979,6291,6320,5.8,4.8,6.2,5.4,6.2,8,9,7.7,6.6,5.8,5.8,6.1,7.1,5.5,4.2,2.6,1.6,1.6
Ouachita,Louisiana,10261,10266,10976,10523,10548,11054,10462,7722,11553,9025,8859,9461,9029,6637,7269,5004,2529,2101,6.7,6.7,7.2,6.9,6.9,7.2,6.8,5,7.5,5.9,5.8,6.2,5.9,4.3,4.7,3.3,1.6,1.4
Rapides,Louisiana,8603,9005,8957,9276,7340,9140,7279,7726,8598,7307,8153,8857,7792,7300,5522,4469,2534,1790,6.6,6.9,6.9,7.2,5.7,7,5.6,6,6.6,5.6,6.3,6.8,6,5.6,4.3,3.4,2,1.4
St. Landry,Louisiana,5912,5304,6478,5888,4347,5312,5042,4971,4513,4293,4870,5420,5881,4397,3574,3055,1251,1616,7.2,6.5,7.9,7.2,5.3,6.5,6.1,6.1,5.5,5.2,5.9,6.6,7.2,5.4,4.4,3.7,1.5,2
St. Tammany,Louisiana,15105,15911,19872,17527,12988,14144,14600,18276,16526,17883,15744,17750,19044,13684,13926,9226,3714,4499,5.8,6.1,7.6,6.7,5,5.4,5.6,7,6.3,6.9,6,6.8,7.3,5.3,5.3,3.5,1.4,1.7
Tangipahoa,Louisiana,9124,9089,9637,10952,8701,8947,8409,9084,8210,8899,6883,8922,7805,6314,6102,4035,2110,1535,6.8,6.7,7.2,8.1,6.5,6.6,6.2,6.7,6.1,6.6,5.1,6.6,5.8,4.7,4.5,3,1.6,1.1
Terrebonne,Louisiana,7319,7321,7384,6823,6566,9257,8124,7059,6826,6114,6875,8078,6195,4770,4397,3551,2237,1565,6.6,6.6,6.7,6.2,5.9,8.4,7.4,6.4,6.2,5.5,6.2,7.3,5.6,4.3,4,3.2,2,1.4
Androscoggin,Maine,6340,6100,6960,6379,6661,6667,6179,6257,7175,6638,7345,7301,8754,5648,5554,3347,2940,2032,5.9,5.6,6.4,5.9,6.2,6.2,5.7,5.8,6.6,6.1,6.8,6.7,8.1,5.2,5.1,3.1,2.7,1.9
Aroostook,Maine,3409,3779,3078,3410,3310,3416,3244,4224,2818,4095,4689,4738,6107,5244,4331,2612,2341,2210,5.1,5.6,4.6,5.1,4.9,5.1,4.8,6.3,4.2,6.1,7,7.1,9.1,7.8,6.5,3.9,3.5,3.3
Cumberland,Maine,13898,14199,15547,17561,17388,20806,20226,18202,18665,19410,20115,21831,20798,19006,13973,9693,6116,7569,4.7,4.8,5.3,6,5.9,7.1,6.9,6.2,6.3,6.6,6.8,7.4,7.1,6.4,4.7,3.3,2.1,2.6
Kennebec,Maine,5757,4695,8070,7345,6899,7331,7321,5492,8051,7766,9025,10762,8591,8339,6712,4669,2758,2719,4.7,3.8,6.6,6,5.6,6,6,4.5,6.6,6.3,7.4,8.8,7,6.8,5.5,3.8,2.3,2.2
Penobscot,Maine,6727,6186,8341,11023,10580,10358,10044,8667,8072,9652,10213,11360,11499,9535,7881,5715,3414,2881,4.4,4.1,5.5,7.2,7,6.8,6.6,5.7,5.3,6.3,6.7,7.5,7.6,6.3,5.2,3.8,2.2,1.9
York,Maine,9452,11261,10071,12155,10036,13183,13324,12287,11127,13134,14361,16091,17314,14602,11658,6771,4282,6532,4.6,5.4,4.9,5.9,4.8,6.3,6.4,5.9,5.4,6.3,6.9,7.7,8.3,7,5.6,3.3,2.1,3.1
Allegany,Maryland,3227,3538,3312,5115,5784,4196,4278,3917,4123,4399,4373,4701,4913,3984,3937,2771,2070,1778,4.6,5,4.7,7.3,8.2,6,6.1,5.6,5.9,6.2,6.2,6.7,7,5.7,5.6,3.9,2.9,2.5
Anne Arundel,Maryland,35443,36773,35478,35661,35774,38722,42179,39284,38872,36275,39129,42068,36749,28575,23431,15850,10168,8803,6.1,6.3,6.1,6.2,6.2,6.7,7.3,6.8,6.7,6.3,6.8,7.3,6.3,4.9,4,2.7,1.8,1.5
Baltimore,Maryland,48874,46270,53986,52708,49555,55739,56675,54733,47781,50172,52191,49780,63947,46456,35393,24134,18086,20890,5.9,5.6,6.5,6.4,6,6.7,6.9,6.6,5.8,6.1,6.3,6,7.7,5.6,4.3,2.9,2.2,2.5
Calvert,Maryland,4468,6446,6444,5933,4863,5358,5482,7180,4948,5216,7679,7537,6794,5661,2979,2822,1385,1330,4.8,7,7,6.4,5.3,5.8,5.9,7.8,5.3,5.6,8.3,8.1,7.3,6.1,3.2,3,1.5,1.4
Carroll,Maryland,8710,10982,9575,11668,10269,9022,9753,9735,9362,10766,14103,14020,11304,9622,7346,4224,3626,4360,5.2,6.5,5.7,6.9,6.1,5.4,5.8,5.8,5.6,6.4,8.4,8.3,6.7,5.7,4.4,2.5,2.2,2.6
Cecil,Maryland,5924,6205,6924,6070,6140,6760,6279,6500,5696,6963,7089,7473,8179,6174,3995,3398,2005,1081,5.8,6,6.7,5.9,6,6.6,6.1,6.3,5.5,6.8,6.9,7.3,8,6,3.9,3.3,1.9,1.1
Charles,Maryland,8971,10316,12507,9705,11564,9872,10131,11422,10535,12443,12377,11341,11468,6605,6003,3037,3149,1811,5.5,6.3,7.7,5.9,7.1,6,6.2,7,6.5,7.6,7.6,6.9,7,4,3.7,1.9,1.9,1.1
Frederick,Maryland,15324,16481,17955,17286,14569,15544,17211,20718,15631,16935,18205,18461,15933,13315,10858,6473,4440,4208,5.9,6.3,6.9,6.7,5.6,6,6.6,8,6,6.5,7,7.1,6.1,5.1,4.2,2.5,1.7,1.6
Harford,Maryland,14327,13888,18486,15285,14419,15916,16041,15904,16324,17066,18537,19145,17817,13936,10933,8431,4838,4148,5.6,5.4,7.2,6,5.6,6.2,6.3,6.2,6.4,6.7,7.3,7.5,7,5.5,4.3,3.3,1.9,1.6
