age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat,lng,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
34,Male,Hispanic,Lafayette Police Department,Justified,2013,7,14,Lafayette,LA,Lafayette,Gunshot,No known charges,Yes,30.2084,-92.0323,Louisiana,0500000US22055,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,23008,Middle
24,Male,White,Killeen Police Department,Justified,2013,7,14,Killeen,TX,Bell,Gunshot,No known charges,No,31.0754,-97.7296,Texas,0500000US48027,126772,7.1,4.8,9.8,9.9,13.5,19.8,13,12.5,5.1,4.5,54560,73912,19352,Very Low
25,Male,White,Johnson County Sheriff's Office,Justified,2013,7,13,Needham,IN,Johnson,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,White,Ventura County Sheriff's Office,Justified,2013,7,12,Oak View,CA,Ventura,Gunshot,No known charges,No,34.399,-119.2976,California,0500000US06111,268524,3,2.1,5,5.4,9.3,13.8,15.1,20.4,11.9,14,92236,121196,28960,Very High
24,Male,Black,Oklahoma City Police Department,Justified,2013,7,11,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,Unknown,35.4676,-97.5136,Oklahoma,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
26,Male,Black,Riverside Police Department,Unknown,2013,7,11,Riverside,CA,Riverside,Gunshot,No known charges,No,33.9381,-117.3948,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
27,Male,Black,Reno Police Department,Unknown,2013,7,11,Reno,NV,Washoe,Gunshot,No known charges,Yes,39.5497,-119.8483,Nevada,0500000US32031,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,26067,High
31,Male,Hispanic,Phoenix Police Department,Unreported,2013,7,11,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
24,Male,White,Wichita Police Department,Justified,2013,7,11,Wichita,KS,Sedgwick,Gunshot,No known charges,Drug or alcohol use,37.6896,-97.3442,Kansas,0500000US20173,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,18695,Low
36,Male,Black,Lakewood Police Department,Justified,2013,7,10,Loma,CO,Mesa,Gunshot,No known charges,No,39.2075,-108.805,Colorado,0500000US08077,63644,5.7,4.2,7.7,8.1,15.2,21.6,12.5,15,5,4.9,60500,78226,17726,Middle
20,Male,Unknown race,Texas Department of Public Safety,Pending investigation/No Known Charges,2013,7,10,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
30,Male,White,St. Cloud Police Department,Pending investigation/No Known Charges,2013,7,10,St. Cloud,FL,Osceola,Taser,No known charges,No,28.2294,-81.2829,Florida,0500000US12097,111539,5.3,3.8,10.8,9,18.9,21.9,12.3,10.7,4.3,3,51760,68266,16506,Very Low
24,Male,Black,Jacksonville Sheriff's Office,Unknown,2013,7,9,Jacksonville,FL,Duval,Gunshot,No known charges,No,30.3322,-81.6749,Florida,0500000US12031,368668,6.8,3.8,8.8,9.5,13.8,19.4,13.1,13.7,5.7,5.5,58415,79366,20951,Low
40,Male,Black,Hazelwood Police Department,Pending investigation/No Known Charges,2013,7,9,Hazelwood,MO,St. Louis,"Taser, Beaten",No known charges,No,38.7931,-90.3899,Missouri,0500000US29189,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,33167,High
40,Male,Hispanic,Belleville Police Department,Civil suit/Pending,2013,7,9,Belleville,NJ,Essex,Gunshot,No known charges,Drug or alcohol use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,Hispanic,Yuma County Sheriff's Office,Unknown,2013,7,9,Yuma,AZ,Yuma,Gunshot,No known charges,No,32.5992,-114.5488,Arizona,0500000US04027,74042,10.5,5.6,11.2,10.9,14.5,18.8,14.9,9.5,2.3,1.8,46419,59182,12763,Very Low
46,Male,Unknown race,Riverside County Sheriff's Department,Unreported,2013,7,9,Cabazon,CA,Riverside,Gunshot,No known charges,Unknown,33.9127,-116.7828,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
57,Male,Black,Panama City Police,Justified,2013,7,8,Panama City,FL,Leon,Gunshot,No known charges,No,30.1995,-85.6004,Florida,0500000US12073,116283,9.2,5.3,9.3,10,11.6,19.3,11,13.2,5.2,6,54929,75969,21040,Very Low
55,Male,Unknown race,Pennsylvania State Police Department,Justified,2013,7,8,Brush Valley,PA,Indiana,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Male,White,"Sewickley Police Department, Allegheny County Police Department",Justified,2013,7,8,Sewickley,PA,Allegheny,Gunshot,No known charges,No,40.54,-80.1793,Pennsylvania,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle
50,Male,White,Pooler Police Department,Pending investigation/No Known Charges,2013,7,8,Pooler,GA,Chatham,Gunshot,No known charges,Yes,32.1043,-81.2568,Georgia,0500000US13051,107987,6.6,5.2,11,9,11.7,19.3,12.6,14.4,4.2,6.1,57611,80418,22807,Low
52,Male,White,Kane County Police Department,Justified,2013,7,8,Batavia Township,IL,Kane,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Male,Black,Louisville Metro Police Department,Unreported,2013,7,7,Louisville,KY,Jefferson,Gunshot,No known charges,No,38.1663,-85.6485,Kentucky,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
35,Male,Hispanic,Amarillo Police Department,Unknown,2013,7,7,Amarillo,TX,Potter,Gunshot,No known charges,No,35.1988,-101.8311,Texas,0500000US48375,44180,10.3,6,15.8,15.2,13.6,16,6.6,12.1,2.5,1.9,37297,53195,15898,Very Low
62,Male,White,Buckner Police Department,"Charged, Convicted, Sentenced to 18 months",2013,7,7,Buckner,IL,Franklin,"Taser, Pepper spray, beaten","Charged, Convicted, Sentenced to 18 months",No,37.9807,-89.0151,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Male,White,Riverside County Sheriff's Department,Pending investigation/No Known Charges,2013,7,7,Norco,CA,Riverside,Gunshot,No known charges,No,33.9252,-117.5499,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
27,Male,Asian,Fresno Police Department,Unreported,2013,7,6,Fresno,CA,Fresno,Gunshot,No known charges,No,36.7831,-119.7941,California,0500000US06019,315974,7.7,5.3,9.7,10.1,11.5,17,12.4,14.4,6.4,5.4,57518,76573,19055,Low
34,Male,Unknown race,Phoenix Police Department,Unreported,2013,7,6,Phoenix,AZ,Maricopa,Gunshot,No known charges,Yes,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
84,Male,Unknown race,Nicholas County Sheriff's Office,Unreported,2013,7,6,Craigsville,WV,Nicholas,Gunshot,No known charges,No,38.3247,-80.645,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Male,White,Charlotte-Mecklenburg Police Department,Justified,2013,7,6,Charlotte,NC,Mecklenburg,Gunshot,No known charges,No,35.208,-80.8304,North Carolina,0500000US37119,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High
66,Male,Black,Albuquerque Police Department,Unknown,2013,7,5,Albuquerque,NM,Bernalillo,Gunshot,No known charges,Yes,35.1053,-106.6464,New Mexico,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
57,Male,Unknown race,Des Moines Police Department,Justified,2013,7,5,Des Moines,IA,Polk,Gunshot,No known charges,No,41.5725,-93.6105,Iowa,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,21034,High
28,Male,White,Seattle Police Department,Justified,2013,7,5,Seattle,WA,King,Gunshot,No known charges,Yes,47.6211,-122.3244,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
39,Male,White,Escambia County Sheriff's Office,Justified,2013,7,5,Pensacola,FL,Escambia,Gunshot,No known charges,No,30.4427,-87.1886,Florida,0500000US12033,120618,6.5,4.5,10.7,10.1,15,18.9,11.9,13.9,4.2,4.2,53136,73632,20496,Very Low
42,Male,White,Yellowstone County Sheriff's Office,Justified,2013,7,5,Billings,MT,Yellowstone,Gunshot,No known charges,No,45.7891,-108.5524,Montana,0500000US30111,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,27078,Middle
31,Male,Asian,Arlington Police Department,Justified,2013,7,4,Arlington,TX,Tarrant,Gunshot,No known charges,No,32.6998,-97.125,Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
37,Male,Black,Indio Police Department,Pending investigation/No Known Charges,2013,7,4,Indio,CA,Riverside,Gunshot,No known charges,No,33.7346,-116.2346,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
17,Male,Black,Chicago Police Department,Pending investigation/No Known Charges,2013,7,4,Chicago,IL,Cook,Gunshot,No known charges,No,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
53,Male,Hispanic,Tuscola County Sheriff's Department,Pending investigation/No Known Charges,2013,7,4,Gilford Township,MI,Tuscola,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Male,White,Massachusetts State Police Special Tactical Operations (STOP) Team,Justified,2013,7,3,Orange,MA,Franklin,Gunshot,No known charges,No,42.5972,-72.3032,Massachusetts,0500000US25011,30927,3.3,5.2,11.7,8.9,11.6,21.2,10.8,16.1,6.9,4.3,60018,78555,18537,Middle
26,Male,White,Calais Police Department,Justified,2013,7,3,Calais,ME,Washington,Gunshot,No known charges,No,45.134,-67.224,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Male,White,Boardman Police,Pending investigation/No Known Charges,2013,7,3,Boardman,OH,Mahoning,Gunshot,No known charges,Yes,41.0334,-80.6671,Ohio,0500000US39099,100057,8.3,6.6,11.5,12.2,13.8,16.6,12.8,11.9,3.1,3.2,47170,63363,16193,Very Low
34,Male,White,Rockport Police Department,Pending investigation/No Known Charges,2013,7,3,Malvern,AR,Hot Spring,Gunshot,No known charges,No,34.3734,-92.8205,Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Male,Asian,Butte County Sheriff's Office,Justified by District Attorney,2013,7,2,Oroville,CA,Butte,Gunshot,No known charges,No,39.4999,-121.5634,California,0500000US06007,77651,6.2,5.7,9.1,10.5,10.3,16.7,13.6,14,5.2,8.7,62563,91685,29122,Middle
37,Male,Hispanic,Las Cruces Police Department,Pending investigation/No Known Charges,2013,7,2,Las Cruces,NM,Dona Ana,Gunshot,No known charges,No,32.3265,-106.7892,New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Female,Unknown race,Deschutes County Sheriff's Department,Justified,2013,7,2,Redmond,OR,Deschutes,Gunshot,No known charges,No,44.2631,-121.1798,Oregon,0500000US41017,76528,6.8,2.4,4.9,8.5,12.2,16.5,15.3,17.7,7.9,7.6,71643,91480,19837,High
27,Male,White,Ashland Police Department,Justified,2013,7,2,Ashland,MA,Middlesex,Gunshot,No known charges,Drug or alcohol use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Male,Unknown race,Memphis Police Department,Unknown,2013,7,1,Memphis,TN,Shelby,Gunshot,No known charges,Yes,35.1046,-89.9773,Tennessee,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
76,Male,Unknown race,Marinette County Sheriff's Office,Pending investigation/No Known Charges,2013,7,1,Town of Pound,WI,Marinette,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Male,Black,Richmond County Sheriff's Office,Unreported,2013,6,30,Augusta,GA,Richmond,Taser,No known charges,No,33.3645,-82.0708,Georgia,0500000US13245,68361,7.8,7.6,10.9,12.1,16.4,20.4,10.6,9.1,2.3,2.9,44973,59361,14388,Very Low
34,Male,Hispanic,Los Angeles Police Department,Unreported,2013,6,30,Pacoima,CA,Los Angeles,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Male,Black,Vacaville Police Department,Unreported,2013,6,29,Vacaville,CA,Solano,Gunshot,No known charges,No,38.359,-121.968,California,0500000US06095,150393,4.4,2.2,4.3,6.3,9.7,16,15.6,20.5,10.9,10.1,86652,105465,18813,Very High
62,Male,Hispanic,Miami-Dade Police Department,Unreported,2013,6,29,Miami,FL,Miami-Dade,Gunshot,No known charges,No,25.7839,-80.2102,Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,82803,27632,Low
26,Male,Unknown race,Yucaipa Sheriff's Department,Justified,2013,6,29,Yucaipa,CA,San Bernardino,Gunshot,No known charges,No,34.0336,-117.0429,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
46,Male,Unknown race,Suffolk County Police Department,Unreported,2013,6,29,Shirley,NY,Suffolk,Gunshot,No known charges,No,40.7949,-72.8743,New York,0500000US36103,499744,2.9,1.9,4.5,4.7,7.5,13.1,12,21.1,13.3,18.9,106228,138724,32496,Very High
32,Male,Asian,San Antonio Police Department,Grand jury/No bill or Cleared,2013,6,28,San Antonio,TX,Bexar,Gunshot,No known charges,Unknown,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
49,Male,White,Granbury Police Department,Unknown,2013,6,28,Granbury,TX,Hood,Gunshot,No known charges,No,32.4484,-97.7685,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Male,White,Pennsylvania State Police Department,Unreported,2013,6,28,Uniontown,PA,Fayette,Gunshot,No known charges,No,39.8994,-79.7244,Pennsylvania,0500000US42051,54955,7.6,7.5,10.9,11.5,14.2,16,12.4,13.9,3.3,2.7,48509,68078,19569,Very Low
64,Male,White,Jacksonville Police Department,Unknown,2013,6,28,Jacksonville,AR,Pulaski,Gunshot,No known charges,No,34.8807,-92.1302,Arkansas,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low
22,Male,Black,Los Angeles County Sheriff's Department,Unknown,2013,6,27,Compton,CA,Los Angeles,Gunshot,No known charges,No,33.893,-118.2275,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
38,Male,Unknown race,Atlanta Police Department,Unknown,2013,6,27,Atlanta,GA,Fulton,Gunshot,No known charges,No,33.7627,-84.4224,Georgia,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High
80,Male,White,Los Angeles County Sheriff's Department,Unknown,2013,6,27,Littlerock,CA,Los Angeles,Gunshot,No known charges,No,34.5232,-117.9809,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
66,Male,Unknown race,"West Virginia State Police special response team, Drug Enforcement Administration",Unknown,2013,6,26,Maysel,WV,Clay,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Male,White,Riverside County Sheriff's Department,Justified,2013,6,26,Hemet,CA,Riverside,Gunshot,No known charges,No,33.7341,-116.9969,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
34,Male,White,Beltrami County Sheriff's Office,Justified,2013,6,26,Liberty Township,MN,Beltrami,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Male,Unknown race,Riverside County Sheriff's Department,Unknown,2013,6,25,Jurupa Valley,CA,Riverside,Gunshot,No known charges,No,34.001,-117.4705,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
26,Male,Unknown race,Anchorage Police Department,Unknown,2013,6,24,Fairview,AK,Matanuska-Susitna Borough,Gunshot,No known charges,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Male,White,Cape Coral Police Department,Justified,2013,6,24,Cape Coral,FL,Lee,Gunshot,No known charges,No,26.6446,-81.9956,Florida,0500000US12071,286887,4.6,3.3,8.3,8.8,13.2,20.3,14.4,14.4,5.4,7.3,62240,88514,26274,Middle
26,Male,Black,Lexington Police Department,Unknown,2013,6,23,Lexington,MS,Holmes,Gunshot,No known charges,No,33.1163,-90.0498,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Female,Hispanic,Santa Ana Police Department,Justified,2013,6,23,Santa Ana,CA,Orange,Gunshot,No known charges,No,33.7366,-117.8819,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High
37,Male,Unknown race,Fort Worth Police Department,Unknown,2013,6,23,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,32.7811,-97.3473,Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
31,Female,White,Round Rock Police Department,Unknown,2013,6,23,Round Rock,TX,Williamson,Gunshot,No known charges,Unknown,30.5254,-97.666,Texas,0500000US48491,193008,2.4,1.4,4.1,4.6,10.6,17.9,13.7,22,12.6,10.7,92179,109561,17382,Very High
26,Male,White,Pearland Police Department,Unknown,2013,6,23,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
24,Male,Hispanic,Los Angeles County Sheriff's Department,Justified,2013,6,22,La Puente,CA,Los Angeles,Gunshot,No known charges,Unknown,34.0323,-117.9533,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
56,Male,Unknown race,Douglas County Sheriff's Office,Unreported,2013,6,22,Roseburg,OR,Douglas,Taser,No known charges,No,43.2232,-123.3518,Oregon,0500000US41019,46186,5.2,3.1,9.9,14.2,19.2,20,12.3,9.9,4,2.2,48585,63462,14877,Very Low
46,Male,White,Raleigh County Sheriff's Office,Unreported,2013,6,21,Coal City,WV,Raleigh,Gunshot,No known charges,No,37.6776,-81.218,West Virginia,0500000US54081,31331,8.3,6.4,16.1,10.6,11.3,14,17.9,11,1.3,3.1,46540,63432,16892,Very Low
20,Male,Black,Glendale Police Department,Unknown,2013,6,20,Glendale,AZ,Maricopa,Gunshot,No known charges,No,33.5791,-112.2311,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
39,Male,Black,Milwaukee Police Department,Unknown,2013,6,20,Milwaukee,WI,Milwaukee,Gunshot,No known charges,No,43.0642,-87.9673,Wisconsin,0500000US55079,383665,7.4,4.9,11.3,9.2,14.3,17.8,12,14,4.8,4.1,53418,71436,18018,Very Low
21,Male,White,Knox County Sheriff's Office,Justified,2013,6,20,Knoxville,TN,Knox,Gunshot,No known charges,Yes,35.9692,-83.9496,Tennessee,0500000US47093,191925,7.1,3.7,10.1,9.2,12.4,17.3,13.6,14.6,5.3,6.7,60283,83334,23051,Middle
45,Male,Black,Oklahoma City Police Department,Unknown,2013,6,19,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,No,35.4676,-97.5136,Oklahoma,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
44,Male,Hispanic,Irving Police Department,Unknown,2013,6,19,Irving,TX,Dallas,Gunshot,No known charges,No,32.8584,-96.9702,Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle
28,Male,Unknown race,Caddo County Sheriff's Office,Justified,2013,6,19,Shreveport,LA,Caddo,Gunshot,No known charges,No,32.4656,-93.7956,Louisiana,0500000US22017,92589,13.4,6.9,13,9.2,11,15.3,10.1,11.8,4.4,4.7,45537,69968,24431,Very Low
46,Male,Unknown race,Snohomish County Sheriff's Office,Justified,2013,6,19,Lynnwood,WA,Snohomish,Gunshot,No known charges,No,47.8284,-122.3033,Washington,0500000US53061,299827,3.1,2.8,5.1,5.4,8.3,16.5,14.9,20.2,12,11.7,89260,109561,20301,Very High
62,Male,White,Montana Highway Patrol,Unknown,2013,6,19,St. Regis,MT,Mineral,Gunshot,No known charges,No,47.3016,-115.1013,Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Male,Black,Charlotte-Mecklenburg Police Department,Justified,2013,6,18,Charlotte,NC,Mecklenburg,Gunshot,No known charges,No,35.208,-80.8304,North Carolina,0500000US37119,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High
50,Male,Unknown race,New York Police Department,Unknown,2013,6,18,New York,NY,New York,Gunshot,No known charges,No,40.6943,-73.9249,New York,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
28,Male,White,Lakewood Police Department,Justified,2013,6,18,Lakewood,WA,Pierce,Gunshot,No known charges,No,47.1628,-122.5299,Washington,0500000US53053,333657,3.5,3,5.4,5.8,11.4,17.9,15,21.3,8.9,7.7,79243,97051,17808,Very High
34,Male,Black,San Antonio Police Department,Unknown,2013,6,17,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
59,Male,Unknown race,Connecticut State Police,Unknown,2013,6,17,Salem,CT,New London,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Male,Unknown race,Kansas City Police Department,Pending investigation/No Known Charges,2013,6,17,Kansas City,MO,Clay,Taser,No known charges,Yes,39.1239,-94.5541,Missouri,0500000US29047,93066,3.2,2.2,7,8.2,14.6,18.6,14,20.3,7.5,4.5,70253,85262,15009,High
